hhid,round,comment,lossevent,s6q20a,s6q20b,s6q21,s6q22,s6q22b,s6q23,s6q24,s6q24a,s6q25
5015,4,0,1,.a,.a, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
5015,5,0,1,2013,2, Goat/Sheep, Disease,,Satellite camp,4,,0
5015,5,0,3,2013,8, Goat/Sheep, Disease,,Satellite camp,3,,1
5015,5,0,2,2013,5, Goat/Sheep,Predation,,Satellite camp,2,,0
5015,6,0,1,2015,7, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5016,1,,1,2008,12,Camel, Disease,,Base camp,2,,2
5016,1,,4,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,13
5016,1,,3,2008,12, Goat/Sheep, Disease,,Satellite camp,9,,9
5016,1,,5,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,14
5016,1,,2,2009,7,Camel,Starvation/Drought,,Satellite camp,1,,1
5016,2,,1,2009,11,Camel, Disease,,Satellite camp,15,,7
5016,2,,2,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,46,,21
5016,2,,3,2009,12, Goat/Sheep,Starvation/Drought,,Satellite camp,38,,13
5016,3,0,2,2011,1, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,10
5016,3,0,3,2010,10,Cattle,Starvation/Drought,,Satellite camp,20,,0
5016,3,0,1,2011,1,Camel,Starvation/Drought,,Satellite camp,5,,0
5016,4,0,3,2012,7,Cattle,Starvation/Drought,,Satellite camp,5,,3
5016,4,0,1,2011,12,Camel,Predation,,Satellite camp,2,,1
5016,4,0,2,2012,2,Camel,Accident/Poisoned,,Satellite camp,1,,1
5016,4,0,4,2012,2, Goat/Sheep,Starvation/Drought,,Base camp,11,,6
5016,5,0,2,2013,7, Goat/Sheep, Disease,,Satellite camp,4,,4
5016,6,0,2,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,10
5016,6,0,1,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,52,,35
5016,7,,1,2020,9,Goat, Disease,,,5,1,
5018,1,,1,2009,6,Camel,Starvation/Drought,,Base camp,5,,5
5018,1,,2,2009,7,Camel,Starvation/Drought,,Base camp,2,,1
5018,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,10,,0
5018,2,,1,2010,6,Camel,Accident/Poisoned,,Satellite camp,1,,1
5018,3,0,1,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,0
5018,4,0,1,2012,5,Camel, Rain,,Satellite camp,1,,1
5018,4,0,2,2012,2, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,1
5018,5,0,1,2013,9, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
5018,6,0,1,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,5
5018,6,0,2,2015,8, Goat/Sheep,-97,DRINKIN WATER,Satellite camp,4,,4
5018,7,,1,2019,2,Goat, Disease,,,2,2,
5018,7,,1,2019,1, Sheep,Predation,,,4,3,
5018,7,,2,2020,7, Sheep,Just lost,,,4,3,
5018,7,,2,2020,12,Goat,Predation,,,2,2,
5018,7,,3,2020,5, Sheep, Disease,,,4,3,
5019,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,17,,15
5019,1,,3,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,11
5019,1,,2,2008,12,Cattle,Predation,,Satellite camp,4,,0
5019,1,,1,2008,12,Camel, Disease,,Satellite camp,1,,1
5019,1,,5,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,10,,8
5019,2,,3,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,3
5019,2,,2,2009,10,Cattle,Starvation/Drought,,Satellite camp,1,,1
5019,2,,1,2009,10,Camel,Starvation/Drought,,Satellite camp,2,,2
5019,3,0,2,2010,12,Cattle,Starvation/Drought,,Satellite camp,12,,8
5019,3,0,1,2010,11,Camel,Starvation/Drought,,Satellite camp,4,,2
5019,3,0,3,2011,1, Goat/Sheep,Starvation/Drought,,Base camp,20,,10
5019,4,0,1,2012,1,Cattle,Starvation/Drought,,Satellite camp,1,,1
5019,5,0,1,2013,1, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
5019,5,0,2,2013,6,Cattle, Disease,,Satellite camp,1,,1
5019,6,0,1,2015,7,Cattle,Starvation/Drought,,Satellite camp,9,,4
5019,6,0,3,2015,8, Goat/Sheep,Starvation/Drought,,Base camp,6,,0
5019,6,0,2,2015,5, Goat/Sheep, Disease,,Base camp,4,,0
5019,6,0,4,2015,9, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
5019,7,,1,2020,7,Camel, Disease,,,3,1,
5019,7,,1,2020,7,Goat, Disease,,,10,1,
5020,1,,1,2008,10,Camel,Accident/Poisoned,,Base camp,1,,0
5020,1,,2,2009,8, Goat/Sheep,Predation,,Satellite camp,6,,6
5020,2,,1,2009,12,Camel,Starvation/Drought,,Satellite camp,2,,2
5020,3,0,2,2011,7,Camel,Starvation/Drought,,Satellite camp,1,,1
5020,3,0,1,2011,8,Cattle,Starvation/Drought,,Satellite camp,39,,5
5020,3,0,5,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,67,,62
5020,3,0,3,2011,8,Camel,Starvation/Drought,,Satellite camp,1,,1
5020,3,0,4,2011,9,Camel,Starvation/Drought,,Satellite camp,2,,0
5020,4,0,4,2011,10, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,12
5020,4,0,3,2011,10,Cattle,Raiding/Rustling/Conflict,,Satellite camp,9,,6
5020,4,0,2,2011,10,Cattle, Rain,,Satellite camp,11,,9
5020,4,0,5,2012,2, Goat/Sheep,Starvation/Drought,,Base camp,9,,6
5020,4,0,1,2011,10,Camel, Rain,,Satellite camp,1,,0
5020,5,0,2,2013,8, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
5020,5,0,3,2013,9, Goat/Sheep,Starvation/Drought,,Base camp,1,,0
5020,5,0,1,2013,7,Camel, Disease,,Satellite camp,3,,3
5020,6,0,3,2015,4, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5020,6,0,2,2015,2,Cattle,Starvation/Drought,,Satellite camp,2,,2
5020,6,0,1,2015,1,Camel,Just lost,,Satellite camp,1,,1
5021,1,,1,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,2,,0
5021,2,,1,2009,10,Camel, Disease,,Satellite camp,3,,3
5021,2,,3,2009,11,Cattle,Starvation/Drought,,Satellite camp,2,,2
5021,2,,2,2009,11,Camel,Predation,,Base camp,1,,0
5021,2,,4,2009,11, Goat/Sheep,Just lost,,Satellite camp,7,,4
5021,2,,6,2010,7, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
5021,2,,5,2010,4, Goat/Sheep, Disease,,Base camp,4,,2
5021,3,0,5,2010,11, Goat/Sheep, Disease,,Satellite camp,3,,3
5021,3,0,3,2010,11,Camel,-97,bolt,Base camp,1,,1
5021,3,0,1,2010,11,Camel,Accident/Poisoned,,Base camp,1,,1
5021,3,0,2,2011,5,Camel,Starvation/Drought,,Satellite camp,1,,1
5021,3,0,4,2011,2,Camel,-97,birth problem,Base camp,1,,1
5021,4,0,2,2012,2, Goat/Sheep, Disease,,Base camp,2,,2
5021,4,0,1,2011,11, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
5021,5,0,2,2013,1, Goat/Sheep,Predation,,Satellite camp,2,,0
5021,5,0,1,2012,11, Goat/Sheep, Disease,,Satellite camp,2,,0
5021,5,0,3,2013,3, Goat/Sheep,Just lost,,Satellite camp,3,,3
5021,7,,3,2020,10, Sheep, Disease,,,4,4,
5021,7,,1,2020,8, Sheep,Just lost,,,4,4,
5021,7,,1,2020,12,Goat,Predation,,,1,1,
5021,7,,2,2020,10, Sheep,Predation,,,4,4,
5021,7,,1,2020,8,Camel, Disease,,,1,1,
5021,7,,4,2020,12, Sheep,Just lost,,,4,4,
5022,1,,2,2009,6,Camel, Disease,,Satellite camp,1,,1
5022,1,,1,2009,5, Goat/Sheep,Starvation/Drought,,Base camp,7,,0
5022,2,,1,2010,9,Camel,Starvation/Drought,,Satellite camp,2,,1
5022,2,,5,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,0
5022,2,,2,2009,10,Camel,Starvation/Drought,,Satellite camp,1,,0
5022,2,,3,2009,10,Cattle,Starvation/Drought,,Satellite camp,3,,3
5022,2,,4,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,0
5022,3,0,1,2010,12,Cattle,Starvation/Drought,,Satellite camp,2,,2
5022,3,0,4,.a,.a, Goat/Sheep, Disease,,Base camp,1,,1
5022,3,0,2,2011,8,Cattle, Rain,,Satellite camp,1,,1
5022,3,0,3,.a,.a, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5022,4,0,4,2012,5,Cattle,Just lost,,Satellite camp,1,,1
5022,4,0,6,2012,6,Camel, Disease,,Satellite camp,1,,1
5022,4,0,1,2011,11, Goat/Sheep, Disease,,Base camp,2,,1
5022,4,0,2,2011,12,Cattle, Rain,,Satellite camp,1,,1
5022,4,0,3,2012,1,Cattle, Disease,,Satellite camp,2,,2
5022,4,0,5,2012,5,Camel,Predation,,Satellite camp,2,,0
5022,5,0,1,2013,9, Goat/Sheep,Premature birth,,Satellite camp,2,,0
5022,5,0,2,2013,8, Goat/Sheep, Disease,,Satellite camp,3,,3
5022,7,,1,2020,8,Goat, Disease,,,2,1,
5024,1,,1,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,7,,0
5024,1,,2,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,3,,0
5024,3,0,1,2010,12, Goat/Sheep,Starvation/Drought,,Satellite camp,16,,12
5024,4,0,2,2012,6,Camel,Accident/Poisoned,,Base camp,1,,1
5024,4,0,3,2012,4, Goat/Sheep, Disease,,Base camp,2,,0
5024,4,0,1,2012,8,Camel,Predation,,Base camp,1,,1
5024,5,0,1,2013,4, Goat/Sheep,Predation,,Base camp,2,,0
5024,6,0,2,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,9
5024,6,0,1,2015,1, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,6
5024,7,,2,2020,7,Goat, Rain,,,8,2,
5024,7,,1,2020,4,Goat, Disease,,,8,2,
5025,1,,1,2009,5,Camel, Disease,,Base camp,2,,2
5025,1,,3,2009,7,Camel, Disease,,Base camp,2,,2
5025,1,,2,2009,6,Camel, Disease,,Satellite camp,1,,1
5025,1,,4,2009,7,Camel,Starvation/Drought,,Satellite camp,4,,3
5025,1,,5,2009,8,Camel,Starvation/Drought,,Satellite camp,4,,3
5027,2,,1,2009,10,Camel,Starvation/Drought,,Satellite camp,1,,0
5027,2,,3,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,0
5027,2,,2,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
5027,7,,1,2020,4,Camel,Just lost,,,2,2,
5027,7,,2,2020,8,Camel, Disease,,,2,2,
5027,7,,1,2020,5,Goat,Predation,,,1,1,
5028,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,0
5028,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
5028,1,,1,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
5029,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,15,,2
5029,1,,1,2008,12,Camel, Disease,,Base camp,2,,2
5029,1,,4,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,3
5029,1,,2,2009,6,Camel,Starvation/Drought,,Satellite camp,1,,1
5030,1,,1,2009,3,Camel, Disease,,Satellite camp,1,,1
5030,1,,3,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,4
5030,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,4,,3
5030,2,,1,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,3
5030,3,0,7,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,35,,22
5030,3,0,1,2010,11,Camel, Disease,,Satellite camp,4,,4
5030,3,0,5,2011,1, Goat/Sheep,Accident/Poisoned,,Satellite camp,4,,4
5030,3,0,4,2011,6, Goat/Sheep, Disease,,Satellite camp,7,,7
5030,3,0,2,2010,11,Camel,Starvation/Drought,,Satellite camp,2,,1
5030,3,0,3,2011,9,Cattle,Predation,,Satellite camp,1,,1
5030,3,0,8,.a,.a, Goat/Sheep,Raiding/Rustling/Conflict,,Satellite camp,19,,9
5030,3,0,6,2011,2,Cattle,Accident/Poisoned,,Satellite camp,2,,1
5030,4,0,2,2011,10,Cattle,Starvation/Drought,,Base camp,2,,1
5030,4,0,1,2012,3,Cattle,Predation,,Satellite camp,1,,1
5030,4,0,3,2012,2, Goat/Sheep,Starvation/Drought,,Base camp,8,,3
5030,5,0,1,2013,9, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5030,7,,1,2020,9,Cattle, Disease,,,4,1,
5030,7,,1,2020,10,Goat, Disease,,,6,2,
5030,7,,2,2020,12,Goat,Predation,,,6,2,
5031,1,,2,2009,7,Cattle,Starvation/Drought,,Satellite camp,8,,4
5031,1,,1,2009,6,Camel,Starvation/Drought,,Base camp,3,,2
5031,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,5,,3
5031,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,6,,6
5031,2,,4,2010,3,Camel,Starvation/Drought,,Satellite camp,3,,2
5031,2,,3,2010,3, Goat/Sheep, Disease,,Satellite camp,5,,5
5031,2,,2,2010,1, Goat/Sheep, Disease,,Satellite camp,11,,11
5031,2,,1,2009,10, Goat/Sheep, Disease,,Satellite camp,9,,5
5031,2,,5,2010,6, Goat/Sheep, Disease,,Satellite camp,26,,10
5031,3,0,1,2011,7, Goat/Sheep, Disease,,Satellite camp,3,,2
5031,3,0,2,2011,9,Camel,Just lost,,Satellite camp,2,,1
5031,4,0,1,2011,11,Camel, Disease,,Base camp,1,,1
5031,4,0,3,2012,4, Goat/Sheep, Disease,,Satellite camp,4,,3
5031,4,0,2,2012,2,Cattle, Disease,,Satellite camp,1,,1
5031,5,0,1,2013,2, Goat/Sheep, Disease,,Satellite camp,4,,0
5031,6,0,2,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,3
5031,6,0,1,2014,12,Camel, Disease,,Satellite camp,1,,0
5031,6,0,3,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,2
5034,1,,3,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,8
5034,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
5034,1,,1,2008,11, Goat/Sheep, Disease,,Satellite camp,2,,2
5034,2,,1,2010,9, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5034,7,,1,2020,5,Goat,Predation,,,7,3,
5034,7,,1,2020,7, Sheep,Predation,,,6,2,
5034,7,,3,2020,12,Goat,Just lost,,,7,3,
5034,7,,2,2020,12, Sheep, Disease,,,6,2,
5034,7,,2,2020,9,Goat, Disease,,,7,3,
5037,1,,1,2008,10,Camel, Disease,,Satellite camp,5,,1
5037,3,0,1,2011,6,Camel,Starvation/Drought,,Base camp,2,,2
5037,3,0,2,2011,5, Goat/Sheep,Starvation/Drought,,Base camp,27,,20
5037,4,0,1,2011,12,Camel, Disease,,Base camp,3,,3
5037,4,0,2,2012,8, Goat/Sheep, Disease,,Base camp,2,,2
5037,5,0,1,2013,1, Goat/Sheep,Starvation/Drought,,Satellite camp,11,,11
5037,5,0,2,2013,4, Goat/Sheep, Rain,,Satellite camp,6,,6
5037,6,0,4,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,11,,6
5037,6,0,3,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,19,,12
5037,6,0,2,2015,2,Camel,Starvation/Drought,,Base camp,1,,0
5037,6,0,1,2015,1,Camel,Predation,,Satellite camp,1,,0
5037,7,,1,2020,5, Sheep, Disease,,,1,1,
5037,7,,1,2020,5,Goat, Disease,,,2,1,
5038,1,,3,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,5
5038,1,,2,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,8
5038,1,,1,2009,6, Goat/Sheep,Starvation/Drought,,Base camp,10,,2
5038,2,,1,2009,10,Camel, Disease,,Satellite camp,1,,1
5038,2,,2,2010,4, Goat/Sheep, Disease,,Satellite camp,7,,5
5038,2,,3,2010,5, Goat/Sheep, Disease,,Satellite camp,3,,2
5038,3,0,2,2011,6, Goat/Sheep,Starvation/Drought,,Satellite camp,30,,30
5038,3,0,1,2011,4,Camel,Starvation/Drought,,Satellite camp,4,,4
5038,4,0,1,2012,1,Camel, Disease,,Satellite camp,2,,0
5038,5,0,5,2013,8, Goat/Sheep,Starvation/Drought,,Base camp,4,,0
5038,5,0,2,2013,1, Goat/Sheep, Disease,,Satellite camp,6,,0
5038,5,0,3,2013,6, Goat/Sheep, Disease,,Satellite camp,11,,2
5038,5,0,6,2013,9, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,0
5038,5,0,1,2013,9,Camel,Starvation/Drought,,Satellite camp,1,,1
5038,5,0,4,2013,7, Goat/Sheep, Disease,,Base camp,7,,2
5038,7,,1,2020,11, Sheep, Disease,,,3,1,
5038,7,,1,2020,10,Goat, Disease,,,3,1,
5038,7,,1,2020,11,Camel, Disease,,,2,1,
5041,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
5041,1,,2,2009,6, Goat/Sheep,Starvation/Drought,,Base camp,8,,0
5041,1,,1,2009,5, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,15
5041,1,,4,2009,8,Camel, Disease,,Satellite camp,2,,2
5041,2,,2,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,71,,42
5041,2,,1,2009,10,Camel,Starvation/Drought,,Satellite camp,11,,8
5041,3,0,4,2011,6, Goat/Sheep,Starvation/Drought,,Satellite camp,17,,7
5041,3,0,3,2011,5, Goat/Sheep,Starvation/Drought,,Satellite camp,30,,10
5041,3,0,1,2011,6,Camel,Starvation/Drought,,Satellite camp,5,,5
5041,3,0,2,2011,7,Camel,Starvation/Drought,,Satellite camp,4,,2
5041,5,0,1,2012,11,Cattle, Disease,,Satellite camp,1,,0
5041,6,0,2,2015,1,Camel, Disease,,Satellite camp,5,,3
5041,6,0,3,2014,11, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,6
5041,6,0,1,2014,10,Camel,Starvation/Drought,,Satellite camp,4,,2
5041,6,0,4,2015,1, Goat/Sheep, Disease,,Satellite camp,10,,0
5041,7,,2,2020,8,Camel,Just lost,,,2,2,
5041,7,,1,2019,2,Camel,Just lost,,,2,2,
5042,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,18,,6
5042,1,,2,2009,2, Goat/Sheep,Starvation/Drought,,Base camp,3,,3
5042,1,,1,2009,1,Camel,Accident/Poisoned,,Base camp,1,,0
5042,1,,4,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,9,,4
5043,1,,1,2008,10,Camel,Accident/Poisoned,,Base camp,2,,2
5043,1,,3,2009,9,Camel,Starvation/Drought,,Satellite camp,1,,1
5043,1,,2,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,13,,4
5043,1,,4,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,7,,5
5043,2,,1,2010,3,Camel, Rain,,Base camp,2,,0
5043,2,,2,2010,4, Goat/Sheep, Rain,,Satellite camp,6,,6
5043,3,0,1,2011,5,Camel,Starvation/Drought,,Satellite camp,2,,1
5043,3,0,2,2011,6, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,4
5043,4,0,1,2011,11,Camel, Disease,,Satellite camp,1,,0
5043,4,0,2,2011,11,Camel, Rain,,Satellite camp,2,,1
5043,4,0,3,2011,11, Goat/Sheep, Rain,,Satellite camp,6,,4
5043,5,0,1,2013,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
5043,6,0,1,2015,5, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,5
5044,2,,1,2010,6,Camel,Starvation/Drought,,Satellite camp,2,,0
5044,7,,1,2020,4,Goat,Predation,,,6,2,
5044,7,,2,2020,9,Goat, Disease,,,6,2,
5045,1,,4,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,2
5045,1,,2,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,3
5045,1,,1,2008,12, Goat/Sheep, Disease,,Satellite camp,2,,1
5045,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,2
5045,2,,1,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5045,3,0,3,2011,2, Goat/Sheep,Predation,,Satellite camp,2,,0
5045,3,0,1,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
5045,3,0,4,2011,8, Goat/Sheep,Accident/Poisoned,,Satellite camp,2,,0
5045,3,0,2,2011,8, Goat/Sheep, Disease,,Satellite camp,2,,0
5045,4,0,1,2012,8, Goat/Sheep,Accident/Poisoned,,Satellite camp,1,,1
5045,6,0,1,2015,1, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,4
5045,6,0,2,2015,6, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,0
5045,7,,1,2020,7,Goat, Disease,,,2,2,
5045,7,,3,2020,11, Sheep,Predation,,,4,3,
5045,7,,2,2020,12,Goat,Accident/Poisoned,,,2,2,
5045,7,,2,2020,4, Sheep, Rain,,,4,3,
5045,7,,1,2019,2, Sheep,Just lost,,,4,3,
5046,1,,1,2008,11, Goat/Sheep, Disease,,Satellite camp,4,,2
5046,1,,2,2009,3, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
5046,1,,5,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
5046,1,,4,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,4
5046,1,,3,2009,3, Goat/Sheep, Disease,,Satellite camp,3,,2
5046,1,,6,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,3
5046,1,,7,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,6
5046,2,,2,2009,12, Goat/Sheep, Disease,,Base camp,1,,1
5046,2,,1,2009,12, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
5046,3,0,1,2011,2, Goat/Sheep,Accident/Poisoned,,Base camp,1,,1
5046,3,0,2,2011,2, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
5046,4,0,1,2012,3,Camel, Disease,,Satellite camp,1,,1
5046,4,0,3,2011,11, Goat/Sheep, Disease,,Base camp,6,,3
5046,4,0,4,2012,2, Goat/Sheep, Disease,,Base camp,5,,2
5046,4,0,5,2012,4, Goat/Sheep,Predation,,Base camp,9,,7
5046,4,0,2,2012,4,Camel, Disease,,Base camp,1,,1
5046,5,0,.b,.b,.b,.b,.b,,.b,.b,,.b
5046,6,0,2,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4
5046,6,0,1,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,7
5046,7,,1,2020,4,Goat, Disease,,,7,2,
5046,7,,2,2020,5,Goat, Disease,,,7,2,
5047,1,,5,2009,9,Camel,Starvation/Drought,,Satellite camp,1,,0
5047,1,,2,2008,11, Goat/Sheep, Disease,,Satellite camp,3,,2
5047,1,,6,2009,9,Camel,Starvation/Drought,,Satellite camp,12,,8
5047,1,,3,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4
5047,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
5047,1,,1,2008,10,Camel, Disease,,Satellite camp,1,,1
5047,2,,1,2010,5, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
5047,3,0,3,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5047,3,0,1,2010,11, Goat/Sheep, Disease,,Satellite camp,4,,4
5047,3,0,2,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
5047,4,0,3,2011,12, Goat/Sheep, Disease,,Satellite camp,4,,0
5047,4,0,2,2012,3, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,2
5047,4,0,1,2012,2,Camel,Starvation/Drought,,Satellite camp,1,,0
5047,5,0,3,2013,6, Goat/Sheep,Just lost,,Satellite camp,2,,2
5047,5,0,1,2012,12,Camel, Disease,,Satellite camp,1,,1
5047,5,0,2,2013,2,Cattle,Starvation/Drought,,Satellite camp,1,,0
5047,6,0,2,2015,1, Goat/Sheep,Predation,,Satellite camp,2,,0
5047,6,0,1,2015,1, Goat/Sheep, Disease,,Satellite camp,2,,1
5047,6,0,3,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
5049,1,,4,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,8
5049,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,8
5049,1,,1,2009,5, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,5
5049,1,,2,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,10
5049,2,,1,2010,2,Camel, Disease,,Satellite camp,1,,1
5049,2,,2,2010,6,Cattle, Disease,,Satellite camp,1,,1
5049,3,0,1,2011,2,Camel,Starvation/Drought,,Satellite camp,4,,4
5049,3,0,2,2011,4, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,14
5049,5,0,1,2013,2,Cattle, Disease,,Satellite camp,1,,0
5049,5,0,2,2013,7, Goat/Sheep, Disease,,Satellite camp,3,,0
5049,5,0,3,2013,8, Goat/Sheep, Disease,,Satellite camp,1,,1
5049,6,0,1,2015,5,Camel,Starvation/Drought,,Satellite camp,2,,2
5049,7,,1,2020,12, Sheep,Predation,,,2,1,
5049,7,,1,2020,8,Goat, Rain,,,2,1,
5050,1,,3,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,11,,8
5050,1,,5,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,11,,7
5050,1,,4,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,10
5050,1,,2,2008,4, Goat/Sheep, Disease,,Satellite camp,1,,1
5050,1,,1,2008,12, Goat/Sheep,Predation,,Satellite camp,2,,1
5050,2,,1,2010,1, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
5050,2,,2,2010,1, Goat/Sheep, Disease,,Satellite camp,1,,1
5050,3,0,1,2011,2,Cattle,Starvation/Drought,,Satellite camp,1,,1
5050,3,0,2,2011,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
5050,6,0,1,2014,11, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4
5050,6,0,3,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,2
5050,6,0,2,2015,3, Goat/Sheep, Disease,,Satellite camp,2,,0
5050,7,,1,2020,11,Goat,Accident/Poisoned,,,5,2,
5050,7,,2,2020,12,Goat,Just lost,,,5,2,
5051,1,,2,2008,3, Goat/Sheep, Disease,,Satellite camp,3,,0
5051,1,,3,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,5
5051,1,,1,2008,12, Goat/Sheep, Disease,,Satellite camp,2,,1
5051,1,,6,2009,9, Goat/Sheep,Predation,,Satellite camp,2,,1
5051,1,,5,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,4
5051,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
5051,2,,2,2010,2, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
5051,2,,1,2010,1, Goat/Sheep,Starvation/Drought,,Base camp,2,,2
