hhid,round,comment,lossevent,s6q20a,s6q20b,s6q21,s6q22,s6q22b,s6q23,s6q24,s6q24a,s6q25
9092,3,0,1,2010,11, Goat/Sheep,Predation,,Satellite camp,5,,2
9092,4,0,4,2012,2,Camel,Starvation/Drought,,Satellite camp,4,,4
9092,4,0,2,2011,12, Goat/Sheep, Disease,,Satellite camp,9,,9
9092,4,0,7,2012,6,Camel, Disease,,Satellite camp,5,,5
9092,4,0,6,2012,5, Goat/Sheep, Disease,,Base camp,9,,9
9092,4,0,5,2012,4, Goat/Sheep, Rain,,Base camp,6,,6
9092,4,0,1,2011,11, Goat/Sheep, Rain,,Satellite camp,30,,25
9092,4,0,3,2012,1, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,13
9092,4,0,8,2012,7, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,9
9092,5,0,1,2013,1,Camel, Disease,,Satellite camp,4,,2
9092,5,0,4,2013,8, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
9092,5,0,3,2013,6, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,2
9092,5,0,2,2013,3,Camel, Disease,,Satellite camp,4,,3
9092,7,,1,2019,3,Camel,Starvation/Drought,,,3,2,
9092,7,,1,2020,5, Sheep,Starvation/Drought,,,1,1,
9092,7,,2,2020,5,Camel, Disease,,,3,2,
9092,7,,1,2019,2,Goat,Predation,,,1,1,
9093,1,,1,2008,12,Camel, Disease,,Satellite camp,1,,0
9093,1,,4,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,10
9093,1,,2,2009,3, Goat/Sheep, Disease,,Satellite camp,2,,0
9093,1,,3,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,10
9093,2,,2,2010,7,Camel,Starvation/Drought,,Satellite camp,1,,0
9093,2,,3,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
9093,2,,1,2010,3,Camel, Disease,,Satellite camp,1,,0
9093,3,0,3,2011,5, Goat/Sheep, Rain,,Satellite camp,43,,34
9093,3,0,5,2011,9, Goat/Sheep, Disease,,Satellite camp,4,,1
9093,3,0,2,2011,3,Camel, Disease,,Satellite camp,3,,2
9093,3,0,7,.a,.a,Camel,Starvation/Drought,,Satellite camp,3,,2
9093,3,0,4,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,29,,13
9093,3,0,1,2010,11,Camel,Starvation/Drought,,Satellite camp,16,,10
9093,3,0,6,.a,.a,Camel, Disease,,Base camp,2,,2
9093,4,0,1,2012,1, Goat/Sheep,Predation,,Base camp,4,,4
9093,4,0,2,2012,1, Goat/Sheep,Just lost,,Base camp,5,,5
9093,5,0,1,2013,1,Camel,Predation,,Satellite camp,1,,1
9093,5,0,2,2013,3,Camel,Starvation/Drought,,Satellite camp,1,,1
9093,5,0,3,2013,6, Goat/Sheep, Disease,,Satellite camp,2,,1
9093,6,0,5,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
9093,6,0,2,2015,1,Camel,Accident/Poisoned,,Satellite camp,1,,1
9093,6,0,1,2014,10,Camel, Disease,,Satellite camp,1,,1
9093,6,0,4,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
9093,6,0,3,2015,9,Camel,Starvation/Drought,,Satellite camp,1,,1
9093,7,,1,2020,7,Camel,Just lost,,,4,1,
9094,1,,1,2008,12,Camel,Predation,,Satellite camp,1,,0
9094,1,,3,2009,4, Goat/Sheep,Predation,,Satellite camp,3,,2
9094,1,,4,2009,7,Camel,Starvation/Drought,,Satellite camp,2,,2
9094,1,,2,2009,4,Camel, Disease,,Satellite camp,1,,0
9094,1,,5,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,16,,12
9094,2,,2,2010,6, Goat/Sheep, Disease,,Satellite camp,1,,1
9094,2,,1,2010,4, Goat/Sheep, Disease,,Satellite camp,1,,1
9094,3,0,4,2011,6,Camel, Disease,,Satellite camp,2,,1
9094,3,0,1,2011,2, Goat/Sheep, Rain,,Satellite camp,41,,38
9094,3,0,3,2011,5,Camel,Predation,,Satellite camp,1,,1
9094,3,0,5,2011,7,Camel, Disease,,Satellite camp,3,,0
9094,3,0,2,2011,3,Camel, Disease,,Satellite camp,1,,1
9094,4,0,6,2012,6, Goat/Sheep,Raiding/Rustling/Conflict,,Satellite camp,15,,9
9094,4,0,2,2012,1, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,13
9094,4,0,1,2012,1,Camel, Disease,,Satellite camp,7,,7
9094,4,0,4,2012,2, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,5
9094,4,0,3,2012,2,Camel, Disease,,Satellite camp,4,,3
9094,4,0,7,2012,7,Camel, Disease,,Satellite camp,4,,4
9094,4,0,5,2012,3, Goat/Sheep, Rain,,Base camp,10,,7
9094,5,0,1,2013,1,Camel, Disease,,Satellite camp,1,,1
9094,5,0,2,2013,2, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
9094,5,0,3,2013,6, Goat/Sheep, Disease,,Satellite camp,1,,1
9094,6,0,3,2015,7, Goat/Sheep,Just lost,,Satellite camp,4,,2
9094,6,0,1,2014,11,Camel, Disease,,Satellite camp,2,,1
9094,6,0,2,2015,1, Goat/Sheep,Starvation/Drought,,Base camp,3,,2
9094,7,,2,2020,7, Sheep, Rain,,,8,2,
9094,7,,1,2020,10,Goat,Accident/Poisoned,,,6,2,
9094,7,,1,2020,11, Sheep,Accident/Poisoned,,,8,2,
9094,7,,2,2020,9,Goat, Rain,,,6,2,
9095,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,2
9095,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,2
9095,1,,2,2009,5, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
9095,1,,1,2009,4,Camel, Disease,,Satellite camp,2,,1
9095,2,,2,2010,4, Goat/Sheep,Predation,,Satellite camp,4,,2
9095,2,,1,2010,3,Camel, Disease,,Satellite camp,1,,1
9095,2,,3,2010,6, Goat/Sheep,Just lost,,Satellite camp,1,,0
9095,2,,4,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,4
9095,3,0,1,2010,11,Camel,Starvation/Drought,,Satellite camp,3,,3
9095,3,0,2,2010,12,Camel, Disease,,Satellite camp,3,,2
9095,3,0,4,2011,2, Goat/Sheep, Rain,,Satellite camp,20,,9
9095,3,0,3,2011,1, Goat/Sheep,Starvation/Drought,,Satellite camp,21,,16
9095,4,0,1,2011,10, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
9095,4,0,2,2012,1, Goat/Sheep, Disease,,Satellite camp,3,,3
9095,5,0,4,2013,5, Goat/Sheep, Disease,,Satellite camp,2,,1
9095,5,0,2,2013,3,Camel,Predation,,Satellite camp,1,,1
9095,5,0,3,2013,1, Goat/Sheep, Disease,,Satellite camp,2,,1
9095,5,0,1,2012,11,Camel, Disease,,Satellite camp,1,,1
9095,6,0,1,2014,11,Camel, Disease,,Satellite camp,2,,2
9095,6,0,5,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
9095,6,0,4,2015,9,Camel,Starvation/Drought,,Satellite camp,1,,1
9095,6,0,3,2015,1, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
9095,6,0,2,2014,11,Cattle, Disease,,Satellite camp,2,,2
9095,7,,1,2019,3,Goat, Disease,,,3,1,
9096,1,,2,2009,1, Goat/Sheep,Just lost,,Satellite camp,2,,2
9096,1,,1,2008,12,Camel, Disease,,Satellite camp,1,,1
9096,1,,5,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4
9096,1,,4,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
9096,1,,3,2009,3, Goat/Sheep,Predation,,Base camp,1,,1
9096,2,,3,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
9096,2,,2,2010,4, Goat/Sheep, Disease,,Satellite camp,2,,1
9096,2,,1,2010,1,Camel,Predation,,Satellite camp,2,,1
9096,3,0,6,2011,9, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
9096,3,0,3,2011,2, Goat/Sheep, Rain,,Satellite camp,13,,6
9096,3,0,2,2011,7,Camel, Disease,,Satellite camp,1,,1
9096,3,0,5,2011,7, Goat/Sheep, Disease,,Satellite camp,2,,1
9096,3,0,1,2011,1,Cattle,Starvation/Drought,,Satellite camp,1,,1
9096,3,0,4,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,0
9096,4,0,3,2011,10, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
9096,4,0,1,2012,1,Camel, Disease,,Satellite camp,1,,1
9096,4,0,2,2012,7,Camel,Predation,,Satellite camp,1,,1
9096,4,0,4,2012,5, Goat/Sheep, Disease,,Satellite camp,3,,2
9096,5,0,1,2013,3,Camel, Disease,,Satellite camp,5,,4
9096,5,0,2,2013,6,Camel, Disease,,Satellite camp,2,,2
9096,5,1,3,2013,7, Goat/Sheep,Just lost,,Base camp,60,,20
9096,6,0,1,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,5
9096,6,0,2,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
9096,7,,2,2020,5,Camel, Disease,,,4,2,
9096,7,,2,2020,5, Sheep, Disease,,,6,2,
9096,7,,1,2020,5,Goat, Disease,,,4,1,
9096,7,,1,2019,3,Camel, Disease,,,4,2,
9096,7,,1,2019,3, Sheep, Disease,,,6,2,
9097,1,,2,2009,6, Goat/Sheep, Disease,,Satellite camp,1,,1
9097,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,3
9097,1,,5,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,11
9097,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4
9097,1,,1,2008,10, Goat/Sheep, Disease,,Satellite camp,3,,2
9097,2,,1,2010,4, Goat/Sheep, Disease,,Satellite camp,1,,1
9097,2,,2,2010,6, Goat/Sheep, Disease,,Satellite camp,1,,1
9097,3,0,3,2011,2, Goat/Sheep, Rain,,Base camp,13,,7
9097,3,0,2,2010,10, Goat/Sheep, Disease,,Satellite camp,9,,6
9097,3,0,1,2010,10,Camel, Disease,,Satellite camp,1,,0
9097,4,0,1,2011,10, Goat/Sheep, Disease,,Satellite camp,6,,6
9097,4,0,2,2012,2, Goat/Sheep, Rain,,Satellite camp,5,,3
9097,5,0,2,2013,3, Goat/Sheep, Rain,,Satellite camp,2,,0
9097,5,0,1,2012,12, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,3
9097,6,0,2,2015,1, Goat/Sheep, Disease,,Satellite camp,3,,1
9097,6,0,1,2014,10,Camel,Starvation/Drought,,Satellite camp,1,,1
9097,6,0,3,2015,7, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,0
9097,7,,1,2019,1,Goat, Disease,,,2,1,
9098,1,,3,2009,5, Goat/Sheep,Starvation/Drought,,Base camp,1,,1
9098,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,6
9098,1,,2,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
9098,1,,1,.a,.a, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,3
9098,2,,2,2010,4, Goat/Sheep,Predation,,Satellite camp,1,,0
9098,2,,1,2009,12, Goat/Sheep,Just lost,,Satellite camp,2,,1
9098,3,0,4,2011,2, Goat/Sheep, Rain,,Satellite camp,2,,0
9098,3,0,3,2011,1, Goat/Sheep, Disease,,Satellite camp,2,,1
9098,3,0,2,2010,10, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9098,3,0,5,2011,2, Goat/Sheep, Rain,,Base camp,1,,1
9098,3,0,1,2010,12,Camel,Starvation/Drought,,Satellite camp,1,,0
9098,7,,1,2020,4, Sheep, Disease,,,2,1,
9099,1,,1,2008,12, Goat/Sheep, Disease,,Satellite camp,2,,1
9099,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,3
9099,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,6
9099,1,,5,2009,9,Camel,Starvation/Drought,,Satellite camp,2,,2
9099,1,,2,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,5
9099,2,,1,2010,4,Camel, Disease,,Satellite camp,1,,1
9099,2,,2,2010,6, Goat/Sheep, Disease,,Satellite camp,2,,1
9099,2,,3,2010,7, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,0
9099,3,0,3,2011,2, Goat/Sheep, Disease,,Satellite camp,4,,1
9099,3,0,1,2011,1, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,2
9099,3,0,6,2011,9,Camel, Disease,,Satellite camp,1,,0
9099,3,0,2,2011,2, Goat/Sheep, Rain,,Satellite camp,2,,1
9099,3,0,5,2011,8,Camel, Disease,,Satellite camp,1,,1
9099,3,0,4,2011,3, Goat/Sheep, Disease,,Satellite camp,2,,0
9099,4,0,5,2012,9, Goat/Sheep,Just lost,,Satellite camp,2,,2
9099,4,0,1,2011,10,Camel, Disease,,Satellite camp,1,,0
9099,4,0,3,2012,4, Goat/Sheep, Disease,,Base camp,5,,1
9099,4,0,2,2011,11, Goat/Sheep, Rain,,Satellite camp,15,,10
9099,4,0,4,2012,7, Goat/Sheep,Predation,,Satellite camp,2,,2
9099,5,0,3,2013,2, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
9099,5,0,1,2012,10,Camel, Disease,,Satellite camp,1,,1
9099,5,0,4,2013,5, Goat/Sheep,Predation,,Satellite camp,1,,1
9099,5,0,2,2013,6,Camel, Disease,,Satellite camp,2,,1
9099,6,0,1,2015,7,Camel, Disease,,Satellite camp,2,,2
9099,6,0,2,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
9099,7,,1,2020,5, Sheep,Starvation/Drought,,,9,2,
9099,7,,2,2020,8,Goat, Disease,,,5,2,
9099,7,,2,2020,11, Sheep,Starvation/Drought,,,9,2,
9099,7,,1,2020,4,Goat,Starvation/Drought,,,5,2,
9099,7,,1,2019,1,Camel, Disease,,,2,2,
9099,7,,2,2020,7,Camel, Disease,,,2,2,
9100,1,,1,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
9100,1,,4,2009,8,Camel,Starvation/Drought,,Satellite camp,2,,2
9100,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,3
9100,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,11,,5
9100,2,,3,2010,6, Goat/Sheep,Just lost,,Satellite camp,2,,2
9100,2,,2,2010,4, Goat/Sheep,Predation,,Satellite camp,2,,1
9100,2,,1,2010,3,Camel, Disease,,Satellite camp,1,,1
9100,3,0,4,2011,4, Goat/Sheep, Disease,,Satellite camp,1,,0
9100,3,0,3,2011,2, Goat/Sheep, Rain,,Satellite camp,12,,2
9100,3,0,1,2010,12,Camel, Disease,,Satellite camp,2,,1
9100,3,0,2,2010,10, Goat/Sheep, Disease,,Satellite camp,2,,1
9100,4,0,4,2012,3, Goat/Sheep, Rain,,Base camp,3,,1
9100,4,0,1,2011,10, Goat/Sheep, Rain,,Base camp,8,,5
9100,4,0,3,2012,1, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,6
9100,4,0,2,2011,11, Goat/Sheep, Disease,,Base camp,9,,7
9100,4,0,5,2012,6, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,4
9100,5,0,2,2013,6,Cattle,Starvation/Drought,,Satellite camp,1,,1
9100,5,0,1,2013,2,Cattle, Disease,,Satellite camp,1,,1
9100,6,0,3,2015,7,Cattle, Disease,,Satellite camp,1,,1
9100,6,0,2,2015,7,Camel, Disease,,Satellite camp,2,,2
9100,6,0,1,2015,5,Camel, Disease,,Satellite camp,1,,1
9100,6,0,5,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,1
9100,6,0,4,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,5
9100,7,,1,2019,3,Goat, Disease,,,1,1,
9102,4,0,3,2011,11,Camel, Disease,,Satellite camp,2,,1
9102,4,0,1,2011,10, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,6
9102,4,0,2,2012,4, Goat/Sheep, Disease,,Satellite camp,2,,1
9102,5,0,1,2012,10,Camel,Predation,,Satellite camp,1,,1
9102,5,0,3,2013,1, Goat/Sheep, Disease,,Satellite camp,2,,1
9102,5,0,4,2013,6, Goat/Sheep,Just lost,,Satellite camp,2,,1
9102,5,0,2,2012,12,Camel, Disease,,Satellite camp,2,,0
9102,6,0,1,2015,2,Camel, Disease,,Satellite camp,1,,1
9102,6,0,3,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
9102,6,0,2,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
9104,5,0,5,2013,8, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,3
9104,5,0,4,2013,2, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,5
9104,5,0,1,2013,1,Camel, Disease,,Satellite camp,2,,2
9104,5,0,3,2013,1, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,4
9104,5,0,2,2013,7,Camel, Disease,,Satellite camp,2,,1
9105,6,0,3,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,2
9105,6,0,6,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
9105,6,0,1,2015,5,Camel, Disease,,Satellite camp,2,,2
9105,6,0,2,2015,1, Goat/Sheep,Starvation/Drought,,Satellite camp,13,,2
9105,6,0,4,2015,6, Goat/Sheep, Disease,,Satellite camp,2,,2
9105,6,0,5,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
9106,4,0,6,2012,7, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,3
9106,4,0,3,2012,2,Camel, Disease,,Satellite camp,2,,1
9106,4,0,5,2012,6, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,3
9106,4,0,1,2011,12,Camel, Disease,,Satellite camp,2,,1
9106,4,0,2,2012,1,Camel, Disease,,Satellite camp,1,,1
9106,4,0,4,2011,11, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,7
9106,5,0,1,2013,3, Goat/Sheep,Predation,,Satellite camp,2,,2
9106,5,0,3,2013,8,Camel, Disease,,Satellite camp,1,,0
9106,5,0,2,2013,7, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
9106,7,,1,2020,5,Goat,Predation,,,1,1,
9108,2,,1,2010,1,Camel, Disease,,Satellite camp,2,,1
9108,2,,4,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
9108,2,,3,2010,3,Cattle, Disease,,Satellite camp,1,,1
9108,2,,2,2010,3, Goat/Sheep,Predation,,Satellite camp,1,,0
9108,3,0,6,.a,.a,Cattle,Starvation/Drought,,Satellite camp,2,,2
9108,3,0,1,2010,11,Camel,Predation,,Satellite camp,2,,1
9108,3,0,2,2011,1, Goat/Sheep,Predation,,Satellite camp,4,,4
9108,3,0,4,2011,7,Camel, Disease,,Satellite camp,2,,1
9108,3,0,3,2011,4,Cattle, Disease,,Satellite camp,2,,2
9108,3,0,7,2011,8, Goat/Sheep,Just lost,,Satellite camp,7,,4
9108,3,0,5,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,12
9108,4,0,4,2011,11, Goat/Sheep, Rain,,Satellite camp,75,,34
9108,4,0,3,2012,7,Cattle, Disease,,Satellite camp,2,,1
9108,4,0,5,2012,1, Goat/Sheep,Starvation/Drought,,Satellite camp,25,,12
9108,4,0,2,2012,1,Cattle,Starvation/Drought,,Satellite camp,5,,3
9108,4,0,6,2012,2, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,9
9108,4,0,1,2011,12,Camel, Disease,,Satellite camp,1,,1
9108,4,0,7,2012,6, Goat/Sheep,Starvation/Drought,,Satellite camp,13,,7
9108,5,0,2,2013,4,Camel, Disease,,Satellite camp,3,,3
9108,5,0,3,2013,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9108,5,0,1,2013,1,Camel, Disease,,Satellite camp,3,,2
9108,5,0,4,2013,4, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9108,6,0,5,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,13,,9
9108,6,0,1,2014,12, Goat/Sheep,Predation,,Satellite camp,5,,2
9108,6,0,4,2015,9,Camel,Starvation/Drought,,Satellite camp,2,,0
9108,6,0,3,2015,8,Camel, Disease,,Satellite camp,3,,0
9108,6,0,2,2015,1, Goat/Sheep, Disease,,Satellite camp,5,,3
9108,7,,1,2020,12,Goat,Starvation/Drought,,,1,1,
9109,6,0,5,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,9
9109,6,0,1,2014,11, Goat/Sheep, Disease,,Satellite camp,2,,2
9109,6,0,2,2015,2, Goat/Sheep, Disease,,Satellite camp,5,,4
9109,6,0,4,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9109,6,0,3,2015,7, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,7
9110,6,0,3,2014,11, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,0
9110,6,0,2,2014,11,Camel, Disease,,Satellite camp,1,,0
9110,6,0,1,2014,10,Camel,Starvation/Drought,,Satellite camp,1,,1
9110,6,0,5,2015,8, Goat/Sheep, Disease,,Satellite camp,1,,1
9110,6,0,4,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
9111,4,0,2,2012,4, Goat/Sheep, Disease,,Satellite camp,6,,4
9111,4,0,1,2012,6,Camel,Predation,,Satellite camp,2,,2
9111,4,0,3,2012,7, Goat/Sheep, Disease,,Satellite camp,6,,2
9111,5,0,1,2013,4,Camel, Disease,,Satellite camp,1,,1
9111,5,0,2,2013,6, Goat/Sheep, Disease,,Satellite camp,2,,1
9111,5,0,3,2013,8, Goat/Sheep,Just lost,,Satellite camp,1,,1
9111,6,0,2,2015,1,Camel,Starvation/Drought,,Satellite camp,2,,2
9111,6,0,1,2014,12,Camel, Disease,,Satellite camp,1,,1
9111,6,0,3,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,5
9111,6,0,4,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,4
9111,7,,1,2020,5,Goat, Disease,,,2,1,
9111,7,,1,2020,4, Sheep, Disease,,,1,1,
9115,5,0,1,2013,2, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
9115,6,0,3,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,0
9115,6,0,1,2014,11,Camel, Disease,,Satellite camp,1,,0
9115,6,0,2,2015,6, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
9115,7,,1,2020,12,Goat, Disease,,,1,1,
9119,6,0,7,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
9119,6,0,2,2015,3,Camel,Predation,,Satellite camp,2,,1
9119,6,0,1,2014,12,Camel, Disease,,Satellite camp,1,,0
9119,6,0,3,2015,8,Camel,Starvation/Drought,,Satellite camp,3,,1
9119,6,0,6,2015,7, Goat/Sheep,Starvation/Drought,,Base camp,3,,0
9119,6,0,5,2015,4, Goat/Sheep, Disease,,Satellite camp,5,,3
9119,6,0,4,2014,11, Goat/Sheep,Predation,,Satellite camp,4,,2
9120,6,0,4,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,0
9120,6,0,3,2015,4, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
9120,6,0,1,2014,11,Camel,Starvation/Drought,,Satellite camp,1,,0
9120,6,0,2,2015,1, Goat/Sheep, Disease,,Satellite camp,2,,1
9121,6,0,3,2015,6, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
9121,6,0,2,2015,1, Goat/Sheep, Disease,,Satellite camp,3,,2
9121,6,0,4,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
9123,6,0,2,2015,1,Camel,Predation,,Satellite camp,1,,0
9123,6,0,8,2015,9, Goat/Sheep,Starvation/Drought,,Base camp,1,,0
9123,6,0,4,2014,12, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9123,6,0,3,2015,4,Camel, Disease,,Base camp,2,,1
9123,6,0,7,2015,7, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
9123,6,0,5,2015,1, Goat/Sheep, Disease,,Satellite camp,2,,1
9123,6,0,1,2014,11,Camel,Starvation/Drought,,Satellite camp,2,,1
9123,6,0,6,2015,4, Goat/Sheep, Disease,,Satellite camp,3,,1
9125,6,0,1,2015,1, Goat/Sheep, Disease,,Satellite camp,4,,3
9125,6,0,2,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
9125,6,0,3,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
9127,6,0,4,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,9
9127,6,0,5,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,7
9127,6,0,1,2014,12,Camel,Accident/Poisoned,,Satellite camp,1,,1
9127,6,0,2,2015,1,Camel, Disease,,Satellite camp,3,,3
9127,6,0,3,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,6
9128,6,0,1,2014,10,Camel,Starvation/Drought,,Satellite camp,1,,1
9128,6,0,4,2015,3, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
9128,6,0,2,2014,11, Goat/Sheep, Disease,,Satellite camp,2,,0
9128,6,0,3,2014,12, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,0
9128,6,0,5,2015,8, Goat/Sheep, Disease,,Satellite camp,1,,0
9129,6,0,2,2015,8, Goat/Sheep, Disease,,Satellite camp,10,,8
9129,6,0,4,2015,9, Goat/Sheep, Disease,,Satellite camp,17,,2
9129,6,0,5,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,0
9129,6,0,1,2014,12,Camel, Disease,,Satellite camp,2,,2
9129,6,0,3,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,11
9130,6,0,2,2015,9, Goat/Sheep, Disease,,Base camp,1,,1
9130,6,0,1,2015,1, Goat/Sheep,Starvation/Drought,,Base camp,1,,0
9131,6,0,4,2015,8, Goat/Sheep, Disease,,Satellite camp,1,,0
9131,6,0,1,2014,10,Camel,Starvation/Drought,,Satellite camp,1,,0
9131,6,0,3,2015,3, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,0
9131,6,0,2,2014,11, Goat/Sheep, Disease,,Satellite camp,2,,1
9132,6,0,3,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
9132,6,0,1,2015,2,Camel, Disease,,Satellite camp,1,,1
9132,6,0,2,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,2
9133,6,0,2,2015,9,Camel, Disease,,Satellite camp,1,,1
9133,6,0,3,2015,5, Goat/Sheep,Predation,,Satellite camp,18,,13
9133,6,0,4,2015,2, Goat/Sheep, Disease,,Satellite camp,2,,2
9133,6,0,1,2015,9,Camel,Predation,,Satellite camp,2,,2
9133,6,0,5,2015,5, Goat/Sheep, Disease,,Satellite camp,3,,3
9134,6,0,3,2015,2, Goat/Sheep, Disease,,Satellite camp,2,,1
9134,6,0,2,2015,7,Camel, Disease,,Satellite camp,1,,0
9134,6,0,4,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9134,6,0,1,2014,11,Camel,Starvation/Drought,,Satellite camp,1,,1
9135,6,0,3,2015,3, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1
